instance_id,family,grid,config,B,L,m,n,k,overlay_MW,gen_seed,candidate_buses,benefit_magnitude,budget_lo,budget_hi,budget_cap,budget_used_at_opt,optimum_value,optimum_source,mip_time_ms,trivial,saturated,n_sited_at_opt,total_levels_at_opt,levels_at_opt,frac_neg_c,cert_greedy1_rate,cert_status
IEEE-57_v57_core_b5l9_010,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,1591687454,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,14.38920612807213,13.6,-26.56478450035515,MIP,1.9681453704833984,False,False,2,9,"[6, 3, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_011,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,702024072,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,16.78482112169037,15.8,-27.58373303151707,MIP,2.480030059814453,False,False,2,10,"[7, 3, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_012,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,2966509618,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,29.171247143428776,24.200000000000003,-29.36817484116324,MIP,1.9974708557128906,False,False,2,14,"[9, 5, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_013,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,3352717476,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,13.738823097122703,13.6,-26.56478450035515,MIP,2.6581287384033203,False,False,2,9,"[6, 3, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_014,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,1504902407,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,29.0081355330264,24.200000000000003,-29.36817484116324,MIP,1.760721206665039,False,False,2,14,"[9, 5, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_015,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,783666577,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,22.37377937408853,21.6,-29.317276050794597,MIP,1.6252994537353516,False,False,2,13,"[8, 5, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_016,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,3082591275,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,28.185834778104123,24.200000000000003,-29.36817484116324,MIP,1.6465187072753906,False,False,2,14,"[9, 5, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_017,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,3233524925,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,15.440019122637825,15.2,-27.447085085682865,MIP,1.8491744995117188,False,False,2,10,"[6, 4, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_018,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,1342484780,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,20.661730566701046,19.8,-28.97347099982975,MIP,1.9257068634033203,False,False,2,12,"[8, 4, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b5l9_019,grid,IEEE-57,v57_core_b5l9,5,9,45,6,2,0,654541242,"[16, 12, 10, 51, 9]",20.0,0.15,0.35,28.997881108319827,24.200000000000003,-29.36817484116324,MIP,1.917123794555664,False,False,2,14,"[9, 5, 0, 0, 0]",0.6,0.05,certified
IEEE-57_v57_core_b4l10_000,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,980896588,"[16, 12, 10, 51]",20.0,0.15,0.35,17.906304106132442,17.4,-25.71883096405124,MIP,1.8410682678222656,False,False,2,11,"[7, 4, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_001,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,1299217370,"[16, 12, 10, 51]",20.0,0.15,0.35,14.638719196978906,13.6,-24.124578397949808,MIP,2.41851806640625,False,False,2,9,"[6, 3, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_002,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,3564710496,"[16, 12, 10, 51]",20.0,0.15,0.35,17.775884187299482,17.4,-25.71883096405124,MIP,1.4870166778564453,False,False,2,11,"[7, 4, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_003,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,2742950646,"[16, 12, 10, 51]",20.0,0.15,0.35,18.325352057261032,17.4,-25.71883096405124,MIP,2.223491668701172,False,False,2,11,"[7, 4, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_004,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,1025150805,"[16, 12, 10, 51]",20.0,0.15,0.35,13.454125199960322,11.700000000000001,-23.538573646072223,MIP,2.139568328857422,False,False,1,7,"[7, 0, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_005,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,1243463619,"[16, 12, 10, 51]",20.0,0.15,0.35,15.72965485336444,15.2,-24.873213938801893,MIP,2.2110939025878906,False,False,2,10,"[6, 4, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_006,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,3541364345,"[16, 12, 10, 51]",20.0,0.15,0.35,19.56120500366823,19.2,-25.947198022059858,MIP,1.5399456024169922,False,False,2,12,"[7, 5, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_007,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,2752765679,"[16, 12, 10, 51]",20.0,0.15,0.35,12.943245964722307,11.700000000000001,-23.538573646072223,MIP,2.321004867553711,False,False,1,7,"[7, 0, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_008,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,883737470,"[16, 12, 10, 51]",20.0,0.15,0.35,22.444801264886184,21.6,-26.29807791583346,MIP,1.9807815551757812,False,False,2,13,"[8, 5, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_009,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,1135342568,"[16, 12, 10, 51]",20.0,0.15,0.35,17.195525548659134,17.0,-25.101580996810515,MIP,2.106189727783203,False,False,2,11,"[6, 5, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_010,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,2458948752,"[16, 12, 10, 51]",20.0,0.15,0.35,24.1044432269747,21.6,-26.29807791583346,MIP,1.5323162078857422,False,False,2,13,"[8, 5, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_011,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,3851920390,"[16, 12, 10, 51]",20.0,0.15,0.35,26.47745417860971,21.6,-26.29807791583346,MIP,1.5909671783447266,False,False,2,13,"[8, 5, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_012,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,2090792380,"[16, 12, 10, 51]",20.0,0.15,0.35,22.729944009824113,21.6,-26.29807791583346,MIP,1.6689300537109375,False,False,2,13,"[8, 5, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_013,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,194626858,"[16, 12, 10, 51]",20.0,0.15,0.35,17.78033263276864,17.4,-25.71883096405124,MIP,1.6565322875976562,False,False,2,11,"[7, 4, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_014,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,2516406409,"[16, 12, 10, 51]",20.0,0.15,0.35,21.102521957428817,19.799999999999997,-26.06971085782484,MIP,1.6710758209228516,False,False,2,12,"[8, 4, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_015,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,3808059423,"[16, 12, 10, 51]",20.0,0.15,0.35,25.13729333844137,21.6,-26.29807791583346,MIP,1.7948150634765625,False,False,2,13,"[8, 5, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_016,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,2079535525,"[16, 12, 10, 51]",20.0,0.15,0.35,20.317220582882264,19.799999999999997,-26.06971085782484,MIP,1.4655590057373047,False,False,2,12,"[8, 4, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_017,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,217317683,"[16, 12, 10, 51]",20.0,0.15,0.35,27.1434630022401,21.6,-26.29807791583346,MIP,1.5103816986083984,False,False,2,13,"[8, 5, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_018,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,2622168226,"[16, 12, 10, 51]",20.0,0.15,0.35,15.362336561125831,15.2,-24.873213938801893,MIP,2.3305416107177734,False,False,2,10,"[6, 4, 0, 0]",0.525,0.0,certified
IEEE-57_v57_core_b4l10_019,grid,IEEE-57,v57_core_b4l10,4,10,40,6,2,0,3947637812,"[16, 12, 10, 51]",20.0,0.15,0.35,17.813339027617918,17.4,-25.71883096405124,MIP,1.5842914581298828,False,False,2,11,"[7, 4, 0, 0]",0.525,0.0,certified
IEEE-118_v118_core_b5l9_000,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,158099587,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,22.94669065143015,20.7,-17.937904115285356,MIP,3.1478404998779297,False,False,3,14,"[4, 5, 0, 0, 5]",0.4888888888888889,0.0,certified
IEEE-118_v118_core_b5l9_001,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,2120964117,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,19.79459004247026,18.9,-25.42584549631278,MIP,3.0226707458496094,False,False,3,13,"[5, 4, 0, 0, 4]",0.5777777777777777,0.0,certified
IEEE-118_v118_core_b5l9_002,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,3881961903,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,25.922950054317383,24.799999999999997,-22.13150435146947,MIP,6.508588790893555,False,False,4,17,"[5, 4, 5, 0, 3]",0.5555555555555556,0.0,certified
IEEE-118_v118_core_b5l9_003,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,2422552889,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,19.370423184877247,17.099999999999998,-12.552686611575503,MIP,1.8627643585205078,False,False,3,12,"[4, 0, 0, 4, 4]",0.4222222222222222,0.0,certified
IEEE-118_v118_core_b5l9_004,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,234990746,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,15.907801019050451,15.7,-22.677984234116526,MIP,2.1126270294189453,False,False,3,11,"[5, 3, 0, 0, 3]",0.5777777777777777,0.0,certified
IEEE-118_v118_core_b5l9_005,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,2030476300,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,20.70321420841923,20.7,-21.801493452087918,MIP,2.6993751525878906,False,False,3,14,"[5, 5, 0, 0, 4]",0.5555555555555556,0.0,certified
IEEE-118_v118_core_b5l9_006,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,3759132086,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,28.931170492994752,18.9,-16.774253425002254,MIP,2.249002456665039,False,False,3,13,"[4, 0, 0, 4, 5]",0.4444444444444444,0.0,certified
IEEE-118_v118_core_b5l9_007,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,2533948704,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,21.548396257298208,20.9,-24.405905276032495,MIP,6.493091583251953,False,False,3,14,"[6, 4, 0, 0, 4]",0.5777777777777777,0.0,certified
IEEE-118_v118_core_b5l9_008,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,129491121,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,15.652183857684106,15.499999999999998,-22.1372105901275,MIP,3.2711029052734375,False,False,3,11,"[4, 4, 0, 0, 3]",0.5777777777777777,0.0,certified
IEEE-118_v118_core_b5l9_009,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,1890635815,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,16.44889262869669,15.7,-19.722504286961737,MIP,2.428293228149414,False,False,3,11,"[5, 0, 0, 3, 3]",0.5111111111111111,0.0,certified
IEEE-118_v118_core_b5l9_010,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,2574798994,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,13.462220899460576,12.5,-19.246326732033303,MIP,4.634380340576172,False,False,3,9,"[4, 3, 0, 0, 2]",0.5555555555555556,0.0,certified
IEEE-118_v118_core_b5l9_011,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,4001325060,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,21.879655308065107,21.2,-14.153747020769543,MIP,2.724885940551758,False,False,4,15,"[3, 4, 0, 4, 4]",0.4666666666666667,0.0,certified
IEEE-118_v118_core_b5l9_012,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,2004234686,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,28.26380770581342,18.9,-13.942665310828882,MIP,1.8024444580078125,False,False,3,13,"[4, 0, 0, 4, 5]",0.4444444444444444,0.0,certified
IEEE-118_v118_core_b5l9_013,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,7405864,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,22.648243272340668,21.399999999999995,-21.59322184629231,MIP,8.904695510864258,False,False,4,15,"[5, 3, 4, 0, 3]",0.5555555555555556,0.0,certified
IEEE-118_v118_core_b5l9_014,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,2652214411,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,27.71972338924783,17.3,-11.837722330152705,MIP,3.225088119506836,False,False,3,12,"[3, 5, 0, 0, 4]",0.4444444444444444,0.0,certified
IEEE-118_v118_core_b5l9_015,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,3910312989,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,28.494521982608532,28.4,-23.298751309195445,MIP,2.02178955078125,False,False,4,19,"[6, 0, 5, 4, 4]",0.5111111111111111,0.0,certified
IEEE-118_v118_core_b5l9_016,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,1880880551,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,21.69759768710461,21.399999999999995,-22.438204105587385,MIP,4.956960678100586,False,False,4,15,"[5, 0, 4, 3, 3]",0.5555555555555556,0.0,certified
IEEE-118_v118_core_b5l9_017,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,119326001,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,21.229031373068658,17.099999999999998,-12.526646245638744,MIP,1.9683837890625,False,False,3,12,"[4, 0, 0, 4, 4]",0.4222222222222222,0.0,certified
IEEE-118_v118_core_b5l9_018,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,2544097440,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,22.41310492346577,21.399999999999995,-22.348010284442097,MIP,7.548093795776367,False,False,4,15,"[5, 0, 4, 3, 3]",0.5555555555555556,0.0,certified
IEEE-118_v118_core_b5l9_019,grid,IEEE-118,v118_core_b5l9,5,9,45,6,2,0,3768903734,"[106, 75, 107, 118, 42]",20.0,0.15,0.35,26.87617203714273,20.7,-13.819780554664337,MIP,3.6754608154296875,False,False,3,14,"[4, 5, 0, 0, 5]",0.4888888888888889,0.0,certified
IEEE-118_v118_core_b4l10_000,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,2386241598,"[106, 75, 107, 118]",20.0,0.15,0.35,15.629634954752685,15.2,-16.30306280167277,MIP,4.969120025634766,False,False,2,10,"[6, 4, 0, 0]",0.5,0.0,certified
IEEE-118_v118_core_b4l10_001,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,4181465256,"[106, 75, 107, 118]",20.0,0.15,0.35,21.73845750282895,20.7,-16.583268972729833,MIP,3.0503273010253906,False,False,3,14,"[5, 4, 5, 0]",0.525,0.0,certified
IEEE-118_v118_core_b4l10_002,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,1614104850,"[106, 75, 107, 118]",20.0,0.15,0.35,15.594119779733491,15.2,-16.727061104747143,MIP,2.663135528564453,False,False,2,10,"[6, 4, 0, 0]",0.525,0.0,certified
IEEE-118_v118_core_b4l10_003,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,389183876,"[106, 75, 107, 118]",20.0,0.15,0.35,21.27429450447073,20.7,-16.495687606699125,MIP,4.136562347412109,False,False,3,14,"[5, 4, 5, 0]",0.5,0.0,certified
IEEE-118_v118_core_b4l10_004,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,2304175143,"[106, 75, 107, 118]",20.0,0.15,0.35,19.914663889166032,18.9,-9.447001941327155,MIP,2.038717269897461,False,False,3,13,"[4, 5, 0, 4]",0.4,0.0,certified
IEEE-118_v118_core_b4l10_005,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,4266777777,"[106, 75, 107, 118]",20.0,0.15,0.35,26.481075152226513,13.2,-7.564074341215127,MIP,2.0341873168945312,False,False,2,9,"[0, 5, 0, 4]",0.35,0.0,certified
IEEE-118_v118_core_b4l10_006,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,1733856523,"[106, 75, 107, 118]",20.0,0.15,0.35,24.20450189316144,13.2,-7.706053636582729,MIP,3.000020980834961,False,False,2,9,"[4, 5, 0, 0]",0.4,0.0,certified
IEEE-118_v118_core_b4l10_007,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,274709917,"[106, 75, 107, 118]",20.0,0.15,0.35,21.186319560361493,13.2,-8.370761972544551,MIP,3.4055709838867188,False,False,2,9,"[4, 5, 0, 0]",0.425,0.0,certified
IEEE-118_v118_core_b4l10_008,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,2162204684,"[106, 75, 107, 118]",20.0,0.15,0.35,18.408387858783094,13.2,-8.186007850981582,MIP,3.489255905151367,False,False,2,9,"[4, 5, 0, 0]",0.425,0.0,certified
IEEE-118_v118_core_b4l10_009,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,4159148186,"[106, 75, 107, 118]",20.0,0.15,0.35,26.968005640139243,24.5,-16.581638780949362,MIP,3.0448436737060547,False,False,3,16,"[6, 5, 5, 0]",0.5,0.0,certified
IEEE-118_v118_core_b4l10_010,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,741329123,"[106, 75, 107, 118]",20.0,0.15,0.35,13.761135155492434,13.2,-9.17250862994868,MIP,2.711057662963867,False,False,2,9,"[4, 5, 0, 0]",0.4,0.0,certified
IEEE-118_v118_core_b4l10_011,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,1529411701,"[106, 75, 107, 118]",20.0,0.15,0.35,14.535506487619497,13.2,-15.118357331442098,MIP,2.9397010803222656,False,False,2,9,"[5, 0, 0, 4]",0.475,0.0,certified
IEEE-118_v118_core_b4l10_012,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,3256986063,"[106, 75, 107, 118]",20.0,0.15,0.35,18.0713269619162,17.3,-16.943515088459307,MIP,5.39851188659668,False,False,3,12,"[5, 3, 4, 0]",0.525,0.0,certified
IEEE-118_v118_core_b4l10_013,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,3039205721,"[106, 75, 107, 118]",20.0,0.15,0.35,17.0940019512099,17.0,-15.973675356174741,MIP,2.9230117797851562,False,False,2,11,"[6, 5, 0, 0]",0.5,0.0,certified
IEEE-118_v118_core_b4l10_014,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,725748986,"[106, 75, 107, 118]",20.0,0.15,0.35,23.718421928193276,22.700000000000003,-16.928929701811718,MIP,3.1960010528564453,False,False,3,15,"[6, 4, 5, 0]",0.525,0.0,certified
IEEE-118_v118_core_b4l10_015,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,1548041324,"[106, 75, 107, 118]",20.0,0.15,0.35,15.844323578580342,15.2,-15.934237056489172,MIP,2.717733383178711,False,False,2,10,"[6, 4, 0, 0]",0.5,0.0,certified
IEEE-118_v118_core_b4l10_016,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,3310120406,"[106, 75, 107, 118]",20.0,0.15,0.35,18.915025996186174,18.9,-17.529647560162132,MIP,2.9816627502441406,False,False,3,13,"[5, 4, 4, 0]",0.525,0.0,certified
IEEE-118_v118_core_b4l10_017,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,2991283520,"[106, 75, 107, 118]",20.0,0.15,0.35,14.876141620572202,13.2,-15.863868381049414,MIP,2.6204586029052734,False,False,2,9,"[5, 4, 0, 0]",0.525,0.0,certified
IEEE-118_v118_core_b4l10_018,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,586432721,"[106, 75, 107, 118]",20.0,0.15,0.35,18.054610794505216,17.3,-16.08272998619964,MIP,4.585742950439453,False,False,3,12,"[5, 0, 4, 3]",0.475,0.0,certified
IEEE-118_v118_core_b4l10_019,grid,IEEE-118,v118_core_b4l10,4,10,40,6,2,0,1442017351,"[106, 75, 107, 118]",20.0,0.15,0.35,23.75868940738696,22.700000000000003,-17.802870333845203,MIP,1.9159317016601562,False,False,3,15,"[6, 4, 5, 0]",0.5,0.0,certified
